, Middelverdi, Median, Typetall, Standardavvik 1, Standardavvik 2
Rosa Kvit, 8.38, 8.55, 8.1, 0.67, 0.66,
Rosa Groon, 7.32, 7.3, 7, 0.46, 0.45,
