,
1.0,40
1.0,40
1.0,20
1.0,20
1.0,20
1.0,20
1.0,40
1.0,40
1.0,50
1.0,30
1.0,35
1.0,30
1.0,35
1.0,20
1.0,50
1.0,30
1.0,50
1.0,50
1.0,50
1.0,45
1.0,45
1.0,30
1.0,45
1.0,35
1.0,45
1.0,35
1.0,45
1.0,35
1.0,30
1.0,40
