,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
40.0,40.0,20.0,20.0,20.0,20.0,40.0,40.0,50.0,30.0,35.0,30.0,35.0,20.0,50.0,30.0,50.0,50.0,50.0,45.0,45.0,30.0,45.0,35.0,45.0,35.0,45.0,35.0,30.0,40.0
